,identifier,word
4478,1.6.375,(O)’.
4479,1.6.376,In
4480,1.6.377,"Fig.6a,"
4481,1.6.378,Stratum
4482,1.6.379,Ha
4483,1.6.380,samples
4484,1.6.381,(solid
4485,1.6.382,circle:@)
4486,1.6.383,No.22
4487,1.6.384,and
4488,1.6.385,No.25
4489,1.6.386,are
4490,1.6.387,distributed
4491,1.6.388,in
4492,1.6.389,the
4493,1.6.390,lower
4494,1.6.391,left
4495,1.6.392,"area,"
4496,1.6.393,and
4497,1.6.394,sample
4498,1.6.395,No.14
4499,1.6.396,is
4500,1.6.397,located
4501,1.6.398,in
4502,1.6.399,the
4503,1.6.400,middle
4504,1.6.401,left
4505,1.6.402,area.
4506,1.6.403,An
4507,1.6.404,iron
4508,1.6.405,artifact
4509,1.6.406,(No.13)
4510,1.6.407,and
4511,1.6.408,an
4512,1.6.409,iron
4513,1.6.410,lump
4514,1.6.411,(No.20)
4515,1.6.412,whose
4516,1.6.413,strata
4517,1.6.414,are
4518,1.6.415,not
4519,1.6.416,"clear,"
4520,1.6.417,are
4521,1.6.418,also
4522,1.6.419,located
4523,1.6.420,in
4524,1.6.421,the
4525,1.6.422,lower
4526,1.6.423,left
4527,1.6.424,of
4528,1.6.425,the
4529,1.6.426,diagram.
4530,1.6.427,Three
4531,1.6.428,iron
4532,1.6.429,artifacts
4533,1.6.430,excavated
4534,1.6.431,from
4535,1.6.432,Stratum
4536,1.6.433,IIb
4537,1.6.434,(solid
4538,1.6.435,"triangle:.),"
4539,1.6.436,Samples
4540,1.6.437,"No.4,"
4541,1.6.438,No.6
4542,1.6.439,and
4543,1.6.440,"No.7,"
4544,1.6.441,are
4545,1.6.442,located
4546,1.6.443,on
4547,1.6.444,the
4548,1.6.445,periphery
4549,1.6.446,of
4550,1.6.447,the
4551,1.6.448,lower
4552,1.6.449,left
4553,1.6.450,part
4554,1.6.451,of
4555,1.6.452,the
4556,1.6.453,diagram.
4557,1.6.454,Sample
4558,1.6.455,No.11
4559,1.6.456,from
4560,1.6.457,Stratum
4561,1.6.458,Ha
4562,1.6.459,and
4563,1.6.460,Sample
4564,1.6.461,"No.3,"
4565,1.6.462,whose
4566,1.6.463,stratum
4567,1.6.464,is
4568,1.6.465,not
4569,1.6.466,"clear,"
4570,1.6.467,are
4571,1.6.468,plotted
4572,1.6.469,in
4573,1.6.470,the
4574,1.6.471,upper
4575,1.6.472,left
4576,1.6.473,and
4577,1.6.474,upper
4578,1.6.475,right
4579,1.6.476,"area,"
4580,1.6.477,respectively.
4581,1.6.478,Sample
4582,1.6.479,"No.23,"
4583,1.6.480,an
4584,1.6.481,arrowhead
4585,1.6.482,from
4586,1.6.483,Stratum
4587,1.6.484,II
4588,1.6.485,(open
4589,1.6.486,square:{_])
4590,1.6.487,is
4591,1.6.488,distributed
4592,1.6.489,in
4593,1.6.490,the
4594,1.6.491,lower
4595,1.6.492,central
4596,1.6.493,area.
4597,1.6.494,Sample
4598,1.6.495,"No.19,"
4599,1.6.496,from
4600,1.6.497,Stratum
4601,1.6.498,III
4602,1.6.499,(solid
4603,1.6.500,diamond:
4604,1.6.501,"®),"
4605,1.6.502,is
4606,1.6.503,close
4607,1.6.504,to
4608,1.6.505,Sample
4609,1.6.506,No.14.
4610,1.6.507,Sample
4611,1.6.508,No.9
4612,1.6.509,and
4613,1.6.510,Sample
4614,1.6.511,"No.12,"
4615,1.6.512,whose
4616,1.6.513,strata
4617,1.6.514,are
4618,1.6.515,not
4619,1.6.516,"clear,"
4620,1.6.517,are
4621,1.6.518,plotted
4622,1.6.519,near
4623,1.6.520,Sample
4624,1.6.521,No.6
4625,1.6.522,and
4626,1.6.523,Sample
4627,1.6.524,"No.7,"
4628,1.6.525,respectively.
4629,1.6.526,In
4630,1.6.527,"Fig.6b,"
4631,1.6.528,Samples
4632,1.6.529,"No.3,"
4633,1.6.530,"No.4,"
4634,1.6.531,and
4635,1.6.532,No.23
4636,1.6.533,are
4637,1.6.534,distributed
4638,1.6.535,in
4639,1.6.536,the
4640,1.6.537,lower
4641,1.6.538,left
4642,1.6.539,"area,"
4643,1.6.540,and
4644,1.6.541,Samples
4645,1.6.542,No.13
4646,1.6.543,and
4647,1.6.544,No.20
4648,1.6.545,are
4649,1.6.546,plotted
4650,1.6.547,in
4651,1.6.548,the
4652,1.6.549,lower
4653,1.6.550,right
4654,1.6.551,area.
4655,1.6.552,Samples
4656,1.6.553,No.1!
4657,1.6.554,and
4658,1.6.555,No.19
4659,1.6.556,are
4660,1.6.557,in
4661,1.6.558,the
4662,1.6.559,upper
4663,1.6.560,left
4664,1.6.561,area
4665,1.6.562,and
4666,1.6.563,the
4667,1.6.564,upper
4668,1.6.565,right
4669,1.6.566,"area,"
4670,1.6.567,respectively.
4671,1.6.568,Samples
4672,1.6.569,No.7
4673,1.6.570,and
4674,1.6.571,No.12
4675,1.6.572,are
4676,1.6.573,distributed
4677,1.6.574,near
4678,1.6.575,Samples
4679,1.6.576,"No.3,"
4680,1.6.577,"No.4,"
4681,1.6.578,and
4682,1.6.579,No.23.
4683,1.6.580,The
4684,1.6.581,iron
4685,1.6.582,artifacts
4686,1.6.583,found
4687,1.6.584,in
4688,1.6.585,"R150,"
4689,1.6.586,belonging
4690,1.6.587,to
4691,1.6.588,Stratum
4692,1.6.589,"IIIc,"
4693,1.6.590,and
4694,1.6.591,the
4695,1.6.592,large
4696,1.6.593,iron
4697,1.6.594,tools
4698,1.6.595,from
4699,1.6.596,Stratum
4700,1.6.597,Ia
4701,1.6.598,(Samples
4702,1.6.599,"No.1,"
4703,1.6.600,"No.21,"
4704,1.6.601,and
4705,1.6.602,No.24)
4706,1.6.603,could
4707,1.6.604,not
4708,1.6.605,be
4709,1.6.606,plotted
4710,1.6.607,in
4711,1.6.608,Figs.6a
4712,1.6.609,and
4713,1.6.610,6b
4714,1.6.611,because
4715,1.6.612,of
4716,1.6.613,their
4717,1.6.614,low
4718,1.6.615,Ni
4719,1.6.616,and
4720,1.6.617,Co
4721,1.6.618,contents
4722,1.6.619,(under
4723,1.6.620,0.01mass%).
4724,1.6.621,Samples
4725,1.6.622,No.13
4726,1.6.623,and
4727,1.6.624,No.20
4728,1.6.625,are
4729,1.6.626,plotted
4730,1.6.627,in
4731,1.6.628,the
4732,1.6.629,same
4733,1.6.630,area
4734,1.6.631,as
4735,1.6.632,Samples
4736,1.6.633,No.22
4737,1.6.634,and
4738,1.6.635,No.25
4739,1.6.636,in
4740,1.6.637,Fig.6a.
4741,1.6.638,But
4742,1.6.639,in
4743,1.6.640,Fig.6b
4744,1.6.641,Samples
4745,1.6.642,No.22
4746,1.6.643,and
4747,1.6.644,No.25
4748,1.6.645,could
4749,1.6.646,not
4750,1.6.647,be
4751,1.6.648,plotted
4752,1.6.649,because
4753,1.6.650,of
4754,1.6.651,their
4755,1.6.652,low
4756,1.6.653,Co
4757,1.6.654,content
4758,1.6.655,(below
4759,1.6.656,0.01mass%).
4760,1.6.657,Taking
4761,1.6.658,into
4762,1.6.659,consideration
4763,1.6.660,that
4764,1.6.661,the
4765,1.6.662,value
4766,1.6.663,of
4767,1.6.664,(mass%Cu)
4768,1.6.665,/
4769,1.6.666,(mass%Ni)
4770,1.6.667,of
4771,1.6.668,Sample
4772,1.6.669,No.14
4773,1.6.670,is
4774,1.6.671,forty-five
4775,1.6.672,times
4776,1.6.673,greater
4777,1.6.674,than
4778,1.6.675,those
4779,1.6.676,of
4780,1.6.677,Samples
4781,1.6.678,No.13
4782,1.6.679,and
4783,1.6.680,"No.20,"
4784,1.6.681,it
4785,1.6.682,is
4786,1.6.683,difficult
4787,1.6.684,to
4788,1.6.685,assign
4789,1.6.686,a
4790,1.6.687,date
4791,1.6.688,to
4792,1.6.689,latter
4793,1.6.690,samples
4794,1.6.691,on
4795,1.6.692,the
4796,1.6.693,basis
4797,1.6.694,of
4798,1.6.695,archaeometallurgical
4799,1.6.696,analysis.
4800,1.6.697,The
4801,1.6.698,above
4802,1.6.699,archaeometallurgical
4803,1.6.700,data
4804,1.6.701,seems
4805,1.6.702,to
4806,1.6.703,indicate
4807,1.6.704,that
4808,1.6.705,the
4809,1.6.706,composition
4810,1.6.707,of
4811,1.6.708,iron
4812,1.6.709,objects
4813,1.6.710,was
4814,1.6.711,©
4815,1.6.712,Personal
4816,1.6.713,communic
4817,1.6.714,Dr.
4818,1.6.715,S.
4819,1.6.716,Omura:
4820,1.6.717,the
4821,1.6.718,dates
4822,1.6.719,of
4823,1.6.720,these
4824,1.6.721,particular
4825,1.6.722,objects
4826,1.6.723,could
4827,1.6.724,not
4828,1.6.725,be
4829,1.6.726,clearly
4830,1.6.727,established
4831,1.6.728,from
4832,1.6.729,stratigraphic
4833,1.6.730,"data,"
4834,1.6.731,jon
4835,1.6.732,wi
4836,1.6.733,TRON
4837,1.6.734,OBIECTS
4838,1.6.735,FROM
4839,1.6.736,THE
4840,1.6.737,ARCHITECTURAL
4841,1.6.738,REMAINS
4842,1.6.739,OF
4843,1.6.740,STRATUM
4844,1.6.741,Ill
4845,1.6.742,AND
4846,1.6.743,STRATUM
4847,1.6.744,II
4848,1.6.745,AT
4849,1.6.746,KAMAN-KALEHOYUK:
4850,1.6.747,CORRELATION
4851,1.6.748,BETWEEN
4852,1.6.749,COMPOSITION
4853,1.6.750,AND
4854,1.6.751,ARCHAEOLOGICAL
4855,1.6.752,LEVELS
4856,1.6.753,199
4857,1.6.754,distinctly
4858,1.6.755,different
4859,1.6.756,in
4860,1.6.757,each
4861,1.6.758,cultural
4862,1.6.759,stratum.
4863,1.6.760,This
4864,1.6.761,indicates
4865,1.6.762,that
4866,1.6.763,the
4867,1.6.764,means
4868,1.6.765,of
4869,1.6.766,procuring
4870,1.6.767,iron
4871,1.6.768,objects
4872,1.6.769,(necessary
4873,1.6.770,for
4874,1.6.771,everyday
4875,1.6.772,life)
4876,1.6.773,and
4877,1.6.774,the
4878,1.6.775,raw
4879,1.6.776,iron
4880,1.6.777,materials
4881,1.6.778,to
4882,1.6.779,manufacture
4883,1.6.780,iron
4884,1.6.781,objects
4885,1.6.782,may
4886,1.6.783,have
4887,1.6.784,changed
4888,1.6.785,along
4889,1.6.786,with
4890,1.6.787,political
4891,1.6.788,and
4892,1.6.789,economic
4893,1.6.790,fluctuations
4894,1.6.791,in
4895,1.6.792,the
4896,1.6.793,region
4897,1.6.794,of
4898,1.6.795,Kaman-Kalehéyiik.
4899,1.6.796,Multiple
4900,1.6.797,means
4901,1.6.798,of
4902,1.6.799,obtaining
4903,1.6.800,iron
4904,1.6.801,objects
4905,1.6.802,and
4906,1.6.803,raw
4907,1.6.804,iron
4908,1.6.805,materials
4909,1.6.806,may
4910,1.6.807,also
4911,1.6.808,have
4912,1.6.809,existed.
4913,1.6.810,The
4914,1.6.811,wide
4915,1.6.812,scatter
4916,1.6.813,of
4917,1.6.814,the
4918,1.6.815,three
4919,1.6.816,trace
4920,1.6.817,element
4921,1.6.818,ratios
4922,1.6.819,among
4923,1.6.820,the
4924,1.6.821,iron
4925,1.6.822,artifacts
4926,1.6.823,from
4927,1.6.824,Stratum
4928,1.6.825,Ila
4929,1.6.826,and
4930,1.6.827,Stratum
4931,1.6.828,IIb
4932,1.6.829,seems
4933,1.6.830,to
4934,1.6.831,express
4935,1.6.832,the
4936,1.6.833,complicated
4937,1.6.834,trade
4938,1.6.835,system
4939,1.6.836,in
4940,1.6.837,the
4941,1.6.838,cultural
4942,1.6.839,age
4943,1.6.840,of
4944,1.6.841,Stratum
4945,1.6.842,"I,"
4946,1.6.843,The
4947,1.6.844,similarities
4948,1.6.845,in
4949,1.6.846,trace
4950,1.6.847,element
4951,1.6.848,composition
4952,1.6.849,between
4953,1.6.850,Samples
4954,1.6.851,No.22
4955,1.6.852,and
4956,1.6.853,No.25
4957,1.6.854,and
4958,1.6.855,between
4959,1.6.856,Samples
4960,1.6.857,No.7
4961,1.6.858,and
4962,1.6.859,No.12
4963,1.6.860,may
4964,1.6.861,indicate
4965,1.6.862,that
4966,1.6.863,they
4967,1.6.864,were
4968,1.6.865,made
4969,1.6.866,of
4970,1.6.867,iron
4971,1.6.868,produced
4972,1.6.869,from
4973,1.6.870,the
4974,1.6.871,same
4975,1.6.872,raw
4976,1.6.873,material.
4977,1.6.874,Through
4978,1.6.875,analysis
4979,1.6.876,of
4980,1.6.877,ore
4981,1.6.878,"bodies,"
4982,1.6.879,it
4983,1.6.880,may
4984,1.6.881,be
4985,1.6.882,possible
4986,1.6.883,to
4987,1.6.884,determine
4988,1.6.885,their
4989,1.6.886,sources.
4990,1.6.887,This
4991,1.6.888,point
4992,1.6.889,should
4993,1.6.890,be
4994,1.6.891,investigated
4995,1.6.892,"further,"
4996,1.6.893,analyzing
4997,1.6.894,the
4998,1.6.895,other
4999,1.6.896,trace
5000,1.6.897,elements
5001,1.6.898,that
5002,1.6.899,remain
5003,1.6.900,in
5004,1.6.901,the
5005,1.6.902,metal
5006,1.6.903,regardless
5007,1.6.904,of
5008,1.6.905,the
5009,1.6.906,manufacturing
5010,1.6.907,methods.
5011,1.6.908,4-2
5012,1.6.909,Production
5013,1.6.910,activities
5014,1.6.911,relating
5015,1.6.912,to
5016,1.6.913,iron
5017,1.6.914,in
5018,1.6.915,the
5019,1.6.916,period
5020,1.6.917,of
5021,1.6.918,Stratum
5022,1.6.919,IIa
5023,1.6.920,As
5024,1.6.921,mentioned
5025,1.6.922,"above,"
5026,1.6.923,the
5027,1.6.924,quantity
5028,1.6.925,of
5029,1.6.926,excavated
5030,1.6.927,iron
5031,1.6.928,"artifacts,"
5032,1.6.929,iron
5033,1.6.930,lumps
5034,1.6.931,and
5035,1.6.932,iron
5036,1.6.933,slag
5037,1.6.934,pieces
5038,1.6.935,increased
5039,1.6.936,in
5040,1.6.937,the
5041,1.6.938,levels
5042,1.6.939,belonging
5043,1.6.940,to
5044,1.6.941,Stratum
5045,1.6.942,Ia.
5046,1.6.943,Several
5047,1.6.944,iron
5048,1.6.945,tools
5049,1.6.946,larger
5050,1.6.947,than
5051,1.6.948,those
5052,1.6.949,excavated
5053,1.6.950,in
5054,1.6.951,older
5055,1.6.952,levels
5056,1.6.953,were
5057,1.6.954,also
5058,1.6.955,found
5059,1.6.956,in
5060,1.6.957,the
5061,1.6.958,level
5062,1.6.959,believed
5063,1.6.960,to
5064,1.6.961,be
5065,1.6.962,Stratum
5066,1.6.963,Ia.
5067,1.6.964,These
5068,1.6.965,materials
5069,1.6.966,suggest
5070,1.6.967,that
5071,1.6.968,a
5072,1.6.969,progression
5073,1.6.970,of
5074,1.6.971,manufacturing
5075,1.6.972,"techniques,"
5076,1.6.973,an
5077,1.6.974,increase
5078,1.6.975,in
5079,1.6.976,the
5080,1.6.977,production
5081,1.6.978,of
5082,1.6.979,"steel,"
5083,1.6.980,and
5084,1.6.981,an
5085,1.6.982,increase
5086,1.6.983,in
5087,1.6.984,the
5088,1.6.985,circulation
5089,1.6.986,of
5090,1.6.987,iron
5091,1.6.988,artifacts
5092,1.6.989,or
5093,1.6.990,raw
5094,1.6.991,iron
5095,1.6.992,materials
5096,1.6.993,occurred.
5097,1.6.994,The
5098,1.6.995,general
5099,1.6.996,belief
5100,1.6.997,regarding
5101,1.6.998,the
5102,1.6.999,steel
5103,1.6.1000,making
5104,1.6.1001,method
5105,1.6.1002,in
5106,1.6.1003,the
5107,1.6.1004,first
5108,1.6.1005,and
5109,1.6.1006,second
5110,1.6.1007,millennium
5111,1.6.1008,B.C.
5112,1.6.1009,is
5113,1.6.1010,as
5114,1.6.1011,follows:
5115,1.6.1012,iron
5116,1.6.1013,ore
5117,1.6.1014,was
5118,1.6.1015,reduced
5119,1.6.1016,with
5120,1.6.1017,CO-gas
5121,1.6.1018,and
5122,1.6.1019,changed
5123,1.6.1020,into
5124,1.6.1021,sponge
5125,1.6.1022,iron
5126,1.6.1023,(a
5127,1.6.1024,mixture
5128,1.6.1025,of
5129,1.6.1026,solid
5130,1.6.1027,"iron,"
5131,1.6.1028,"slag,"
5132,1.6.1029,and
5133,1.6.1030,pieces
5134,1.6.1031,of
5135,1.6.1032,unburned
5136,1.6.1033,charcoal).
5137,1.6.1034,The
5138,1.6.1035,resultant
5139,1.6.1036,iron
5140,1.6.1037,was
5141,1.6.1038,pulled
5142,1.6.1039,out
5143,1.6.1040,of
5144,1.6.1041,the
5145,1.6.1042,furnace
5146,1.6.1043,and
5147,1.6.1044,the
5148,1.6.1045,slag
5149,1.6.1046,adhering
5150,1.6.1047,to
5151,1.6.1048,it
5152,1.6.1049,was
5153,1.6.1050,removed
5154,1.6.1051,by
5155,1.6.1052,subsequent
5156,1.6.1053,hammering.
5157,1.6.1054,"Finally,"
5158,1.6.1055,soft
5159,1.6.1056,steel
5160,1.6.1057,was
5161,1.6.1058,obtained
5162,1.6.1059,(Tylecote
5163,1.6.1060,1992).
5164,1.6.1061,The
5165,1.6.1062,large
5166,1.6.1063,piece
5167,1.6.1064,of
5168,1.6.1065,slag
5169,1.6.1066,(No.26)
5170,1.6.1067,with
5171,1.6.1068,a
5172,1.6.1069,roughly
5173,1.6.1070,hemispherical
5174,1.6.1071,shape
5175,1.6.1072,and
5176,1.6.1073,weighing
5177,1.6.1074,approximately
5178,1.6.1075,1.2kg
5179,1.6.1076,"""In"
5180,1.6.1077,the
5181,1.6.1078,cultural
5182,1.6.1079,age
5183,1.6.1080,of
5184,1.6.1081,Stratum
5185,1.6.1082,"IIb,"
5186,1.6.1083,Kaman-Kalehdylik
5187,1.6.1084,is
5188,1.6.1085,thought
5189,1.6.1086,to
5190,1.6.1087,have
5191,1.6.1088,established
5192,1.6.1089,an
5193,1.6.1090,economic
5194,1.6.1091,or
5195,1.6.1092,political
5196,1.6.1093,relationship
5197,1.6.1094,with
5198,1.6.1095,Western
5199,1.6.1096,Anatolia
5200,1.6.1097,(Matsumura
5201,1.6.1098,2000).
5202,1.6.1099,whose
5203,1.6.1100,convex
5204,1.6.1101,curves
5205,1.6.1102,are
5206,1.6.1103,covered
5207,1.6.1104,with
5208,1.6.1105,iron
5209,1.6.1106,"corrosion,"
5210,1.6.1107,was
5211,1.6.1108,discovered
5212,1.6.1109,in
5213,1.6.1110,the
5214,1.6.1111,South
5215,1.6.1112,Sector
5216,1.6.1113,(Akanuma
5217,1.6.1114,2000).
5218,1.6.1115,This
5219,1.6.1116,slag
5220,1.6.1117,is
5221,1.6.1118,believed
5222,1.6.1119,to
5223,1.6.1120,belong
5224,1.6.1121,to
5225,1.6.1122,Stratum
5226,1.6.1123,Ia.
5227,1.6.1124,The
5228,1.6.1125,main
5229,1.6.1126,components
5230,1.6.1127,of
5231,1.6.1128,the
5232,1.6.1129,slag
5233,1.6.1130,object
5234,1.6.1131,are
5235,1.6.1132,iron
5236,1.6.1133,"oxide,"
5237,1.6.1134,"Si,"
5238,1.6.1135,"Ca,"
5239,1.6.1136,and
5240,1.6.1137,Al.
5241,1.6.1138,It
5242,1.6.1139,is
5243,1.6.1140,almost
5244,1.6.1141,certain
5245,1.6.1142,that
5246,1.6.1143,it
5247,1.6.1144,was
5248,1.6.1145,produced
5249,1.6.1146,after
5250,1.6.1147,a
5251,1.6.1148,state
5252,1.6.1149,in
5253,1.6.1150,which
5254,1.6.1151,molten
5255,1.6.1152,or
5256,1.6.1153,partially
5257,1.6.1154,molten
5258,1.6.1155,slag
5259,1.6.1156,was
5260,1.6.1157,in
5261,1.6.1158,contact
5262,1.6.1159,with
5263,1.6.1160,metallic
5264,1.6.1161,"iron,"
5265,1.6.1162,Iron
5266,1.6.1163,lump
5267,1.6.1164,"No.25,"
5268,1.6.1165,primarily
5269,1.6.1166,composed
5270,1.6.1167,of
5271,1.6.1168,cast
5272,1.6.1169,iron
5273,1.6.1170,(iron
5274,1.6.1171,with
5275,1.6.1172,the
5276,1.6.1173,carbon
5277,1.6.1174,content
5278,1.6.1175,above
5279,1.6.1176,2.0%)
5280,1.6.1177,and
5281,1.6.1178,proeutectoid
5282,1.6.1179,steel
5283,1.6.1180,(steel
5284,1.6.1181,with
5285,1.6.1182,the
5286,1.6.1183,carbon
5287,1.6.1184,content
5288,1.6.1185,above
5289,1.6.1186,"0.8%),"
5290,1.6.1187,was
5291,1.6.1188,excavated
5292,1.6.1189,along
5293,1.6.1190,with
5294,1.6.1191,Slag
5295,1.6.1192,No.26
5296,1.6.1193,"(Fig.5b,"
5297,1.6.1194,",)."
5298,1.6.1195,Charcoal
5299,1.6.1196,should
5300,1.6.1197,have
5301,1.6.1198,been
5302,1.6.1199,present
5303,1.6.1200,in
5304,1.6.1201,the
5305,1.6.1202,slag
5306,1.6.1203,and
5307,1.6.1204,the
5308,1.6.1205,iron
5309,1.6.1206,"lump,"
5310,1.6.1207,if
5311,1.6.1208,they
5312,1.6.1209,have
5313,1.6.1210,coexisted
5314,1.6.1211,within
5315,1.6.1212,the
5316,1.6.1213,same
5317,1.6.1214,reaction
5318,1.6.1215,site.
5319,1.6.1216,"However,"
5320,1.6.1217,the
5321,1.6.1218,slag
5322,1.6.1219,and
5323,1.6.1220,iron
5324,1.6.1221,lump
5325,1.6.1222,had
5326,1.6.1223,no
5327,1.6.1224,"charcoal,"
5328,1.6.1225,when
5329,1.6.1226,they
5330,1.6.1227,were
5331,1.6.1228,examined.
5332,1.6.1229,"Therefore,"
5333,1.6.1230,the
5334,1.6.1231,reaction
5335,1.6.1232,site
5336,1.6.1233,where
5337,1.6.1234,the
5338,1.6.1235,slag
5339,1.6.1236,and
5340,1.6.1237,the
5341,1.6.1238,iron
5342,1.6.1239,lump
5343,1.6.1240,were
5344,1.6.1241,produced
5345,1.6.1242,may
5346,1.6.1243,have
5347,1.6.1244,been
5348,1.6.1245,separated
5349,1.6.1246,from
5350,1.6.1247,charcoal
5351,1.6.1248,as
5352,1.6.1249,the
5353,1.6.1250,thermal
5354,1.6.1251,source
5355,1.6.1252,during
5356,1.6.1253,the
5357,1.6.1254,operating
5358,1.6.1255,process.
5359,1.6.1256,It
5360,1.6.1257,is
5361,1.6.1258,unlikely
5362,1.6.1259,that
5363,1.6.1260,these
5364,1.6.1261,objects
5365,1.6.1262,were
5366,1.6.1263,produced
5367,1.6.1264,during
5368,1.6.1265,the
5369,1.6.1266,smelting
5370,1.6.1267,process
5371,1.6.1268,and
5372,1.6.1269,the
5373,1.6.1270,forging
5374,1.6.1271,"process,"
5375,1.6.1272,during
5376,1.6.1273,which
5377,1.6.1274,sponge
5378,1.6.1275,iron
5379,1.6.1276,was
5380,1.6.1277,hammered
5381,1.6.1278,and
5382,1.6.1279,iron
5383,1.6.1280,objects
5384,1.6.1281,were
5385,1.6.1282,manufactured.
5386,1.6.1283,"Therefore,"
5387,1.6.1284,we
5388,1.6.1285,can
5389,1.6.1286,hypothesize
5390,1.6.1287,an
5391,1.6.1288,operation
5392,1.6.1289,other
5393,1.6.1290,than
5394,1.6.1291,smelting
5395,1.6.1292,and
5396,1.6.1293,"forging,"
5397,1.6.1294,most
5398,1.6.1295,likely
5399,1.6.1296,"refining,"
5400,1.6.1297,with
5401,1.6.1298,some
5402,1.6.1299,kind
5403,1.6.1300,of
5404,1.6.1301,melting
5405,1.6.1302,"operation,"
5406,1.6.1303,was
5407,1.6.1304,performed
5408,1.6.1305,in
5409,1.6.1306,order
5410,1.6.1307,to
5411,1.6.1308,convert
5412,1.6.1309,raw
5413,1.6.1310,iron
5414,1.6.1311,materia
5415,1.6.1312,s
5416,1.6.1313,into
5417,1.6.1314,steel.
5418,1.6.1315,Two
5419,1.6.1316,possibilities
5420,1.6.1317,exist
5421,1.6.1318,for
5422,1.6.1319,this
5423,1.6.1320,result.
5424,1.6.1321,The
5425,1.6.1322,first
5426,1.6.1323,possibility
5427,1.6.1324,is
5428,1.6.1325,that
5429,1.6.1326,simultaneous
5430,1.6.1327,smelting
5431,1.6.1328,and
5432,1.6.1329,refining
5433,1.6.1330,of
5434,1.6.1331,iron
5435,1.6.1332,was
5436,1.6.1333,performed
5437,1.6.1334,at
5438,1.6.1335,the
5439,1.6.1336,site.
5440,1.6.1337,The
5441,1.6.1338,other
5442,1.6.1339,possibility
5443,1.6.1340,is
5444,1.6.1341,that
5445,1.6.1342,refining
5446,1.6.1343,of
5447,1.6.1344,raw
5448,1.6.1345,iron
5449,1.6.1346,materials
5450,1.6.1347,supplied
5451,1.6.1348,from
5452,1.6.1349,another
5453,1.6.1350,area
5454,1.6.1351,was
5455,1.6.1352,carried
5456,1.6.1353,out
5457,1.6.1354,at
5458,1.6.1355,the
5459,1.6.1356,site.
5460,1.6.1357,It
5461,1.6.1358,might
5462,1.6.1359,be
5463,1.6.1360,that
5464,1.6.1361,Slag
5465,1.6.1362,"No.10,"
5466,1.6.1363,excavated
5467,1.6.1364,from
5468,1.6.1365,the
5469,1.6.1366,North
5470,1.6.1367,"Sector,"
5471,1.6.1368,with
5472,1.6.1369,the
5473,1.6.1370,almost
5474,1.6.1371,same
5475,1.6.1372,shape
5476,1.6.1373,and
5477,1.6.1374,the
5478,1.6.1375,same
5479,1.6.1376,composition
5480,1.6.1377,as
5481,1.6.1378,Slag
5482,1.6.1379,No.26
5483,1.6.1380,(Akanuma
5484,1.6.1381,"2000),"
5485,1.6.1382,was
5486,1.6.1383,produced
5487,1.6.1384,along
5488,1.6.1385,with
5489,1.6.1386,No.26.
5490,1.6.1387,Considering
5491,1.6.1388,the
5492,1.6.1389,fact
5493,1.6.1390,that
5494,1.6.1391,the
5495,1.6.1392,composition
5496,1.6.1393,of
5497,1.6.1394,iron
5498,1.6.1395,artifacts
5499,1.6.1396,and
5500,1.6.1397,iron
5501,1.6.1398,lumps
5502,1.6.1399,changed
5503,1.6.1400,over
5504,1.6.1401,time
5505,1.6.1402,during
5506,1.6.1403,the
5507,1.6.1404,cultural
5508,1.6.1405,ages
5509,1.6.1406,of
5510,1.6.1407,Stratum
5511,1.6.1408,III
5512,1.6.1409,and
5513,1.6.1410,I
5514,1.6.1411,at
5515,1.6.1412,"Kaman-Kalehéyiik,"
5516,1.6.1413,it
5517,1.6.1414,can
5518,1.6.1415,be
5519,1.6.1416,suggested
5520,1.6.1417,that
5521,1.6.1418,the
5522,1.6.1419,distribution
5523,1.6.1420,system
5524,1.6.1421,of
5525,1.6.1422,raw
5526,1.6.1423,iron
5527,1.6.1424,materials
5528,1.6.1425,to
5529,1.6.1426,make
5530,1.6.1427,steel
5531,1.6.1428,or
5532,1.6.1429,manufactured
5533,1.6.1430,iron
5534,1.6.1431,artifacts
5535,1.6.1432,had
5536,1.6.1433,already
5537,1.6.1434,been
5538,1.6.1435,established
5539,1.6.1436,in
5540,1.6.1437,the
5541,1.6.1438,Central
5542,1.6.1439,Anatolian
5543,1.6.1440,"region,"
5544,1.6.1441,before
5545,1.6.1442,the
5546,1.6.1443,cultural
5547,1.6.1444,age
5548,1.6.1445,of
5549,1.6.1446,Stratum
5550,1.6.1447,"Ila,"
5551,1.6.1448,and
5552,1.6.1449,that
5553,1.6.1450,steel
5554,1.6.1451,and
5555,1.6.1452,iron
5556,1.6.1453,artifacts
5557,1.6.1454,were
5558,1.6.1455,produced
5559,1.6.1456,at
5560,1.6.1457,the
5561,1.6.1458,site
5562,1.6.1459,using
5563,1.6.1460,those
5564,1.6.1461,raw
5565,1.6.1462,iron
5566,1.6.1463,materials
5567,1.6.1464,brought
5568,1.6.1465,from
5569,1.6.1466,other
5570,1.6.1467,areas.
5571,1.6.1468,This
5572,1.6.1469,matter
5573,1.6.1470,should
5574,1.6.1471,be
5575,1.6.1472,clarified
5576,1.6.1473,by
5577,1.6.1474,further
5578,1.6.1475,"research,"
5579,1.6.1476,including
5580,1.6.1477,ascertaining
5581,1.6.1478,the
5582,1.6.1479,composition
5583,1.6.1480,of
5584,1.6.1481,the
5585,1.6.1482,raw
